id;question;options;correct_answer;explanation;context_image
64;True or False: Smoothing could be done by unrolling HMM and using Inference by Enumeration;True|False;True;True. An HMM is just a Bayesian Network. You *could* unroll it into a giant graph for T steps and run standard exact inference. It would be slow (exponential in T), but it is theoretically correct.;info_q61.png
65;True or False: Kalman Filter calculates $P(P^{(t)},V^{(t)}|z^{(1:t)})$;True|False;True;True. This is the exact definition of **Filtering** in a Kalman Filter: Estimating the current hidden state (Position, Velocity) given all observations up to the current time ($z_{1:t}$).;info_q65.png
66;True or False: Kalman Filter calculates $P(P^{(t)},V^{(t)}|z^{(t)},p^{(t-1)},v^{(t-1)})$;True|False;False;False. This formula conditions on the *previous state values* ($p, v$) exactly. But in Filtering, we don't know the previous state exactly, we only have a probability distribution (belief) over it. The Kalman Filter conditions on the *previous belief*, not the values themselves.;info_q65.png
67;True or False: Kalman Filter calculates $P(P^{(t)},V^{(t)}|P^{(t-1)},V^{(t-1)})$;True|False;False;False. This is just the Transition Model (Physics), not the Filter. It ignores observations.;info_q65.png
68;True or False: Kalman Filter calculates $P(P^{(t)},V^{(t)}|z^{(1:t)},p^{(t-1)},v^{(t-1)})$;True|False;False;False. Redundant conditioning. If we knew the previous state exactly, we wouldn't need $z_{1:t-1}$. If we don't, we can't condition on $p, v$. Incorrect notation.;info_q65.png
69;True or False: Kalman Filter calculates $P(P^{(t)},V^{(t)}|z^{(t)})$;True|False;False;False. This uses only the *current* observation. It ignores all history. This is not Filtering, it's just local estimation.;info_q65.png
70;True or False: Assumption: GPS reading and velocity at same time are independent;True|False;False;False. In the model, Velocity affects Position. Position affects GPS Reading. Therefore, Velocity and GPS are correlated. They are not independent.;info_q70.png
71;True or False: Assumption: Prob of slowing down is independent of current velocity;True|False;True;True. The standard Linear Gaussian model usually assumes $V_t = V_{t-1} + \text{noise}$. The noise (acceleration/deceleration) is drawn from a fixed Gaussian $N(0, \Sigma)$, which is independent of the value of $V$. (The noise doesn't "know" how fast you are going).;info_q70.png
72;True or False: Assumption: GPS sensor has same inaccuracy everywhere;True|False;True;True. The Observation Noise covariance matrix $R$ is usually constant (Stationary). It does not change based on where you are on the map.;info_q70.png
73;True or False: Assumption: Distribution of GPS values depends only on $p^{(t)}$;True|False;True;True. The observation model is $Z_t = H \cdot P_t + \text{noise}$. The GPS reading depends directly only on the current Position, not on Velocity or past history (Markov Property).;info_q70.png
74;True or False: Assumption: Velocity tends to stay same from moment to moment;True|False;True;True. This is the **Inertia** assumption encoded in the transition matrix: $V_t \approx V_{t-1}$. Without this, the object would jitter randomly like Brownian motion.;info_q70.png
75;True or False: Assumption: GPS readings give no information about velocity;True|False;False;False. While a *single* GPS reading tells you nothing about velocity, a *sequence* of GPS readings over time provides huge information about velocity (change in position / time). The Filter uses this to estimate V.;info_q70.png
